metric,raw_metric_name,quarter,type,value,ci_lower,ci_upper
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2007-07-01,history,4092262.5,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2007-10-01,history,3907706.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-01-01,history,3227740.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-04-01,history,2851851.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-07-01,history,2653344.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2008-10-01,history,2417778.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-01-01,history,2363827.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-04-01,history,2487646.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-07-01,history,2495869.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2009-10-01,history,2391770.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-01-01,history,2357744.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-04-01,history,2592515.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-07-01,history,2664200.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2010-10-01,history,2535837.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-01-01,history,2450653.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-04-01,history,2553792.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-07-01,history,2608097.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2011-10-01,history,2494445.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-01-01,history,2414568.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-04-01,history,2580080.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-07-01,history,2682445.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2012-10-01,history,2657839.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-01-01,history,2635857.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-04-01,history,2825128.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-07-01,history,2920549.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2013-10-01,history,2936647.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-01-01,history,3009924.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-04-01,history,3179123.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-07-01,history,3233653.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2014-10-01,history,3212571.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-01-01,history,3165609.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-04-01,history,3362617.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-07-01,history,3492077.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2015-10-01,history,3529247.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-01-01,history,3593174.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-04-01,history,3825198.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-07-01,history,3906068.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2016-10-01,history,3865288.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-01-01,history,3838985.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-04-01,history,3977267.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-07-01,history,4056080.6666666665,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2017-10-01,history,4027469.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-01-01,history,4033691.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-04-01,history,4260600.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-07-01,history,4331916.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2018-10-01,history,4310882.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-01-01,history,4306726.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-04-01,history,4471556.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-07-01,history,4549465.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2019-10-01,history,4574742.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-01-01,history,4508664.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-04-01,history,3988607.3333333335,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-07-01,history,4276199.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2020-10-01,history,4542920.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-01-01,history,4791075.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-04-01,history,5294209.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-07-01,history,5736123.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2021-10-01,history,6016835.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-01-01,history,6234965.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-04-01,history,6661777.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-07-01,history,7050755.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2022-10-01,history,7200721.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-01-01,history,7254059.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-04-01,history,7488398.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-07-01,history,7729554.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2023-10-01,history,7641764.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-01-01,history,7557372.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-04-01,history,7597772.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-07-01,history,7612134.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2024-10-01,history,7494774.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-01-01,history,7415806.666666667,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-04-01,history,7370950.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-07-01,history,7394013.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2025-10-01,history,7331751.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-01-01,history,7189852.333333333,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-04-01,history,7218231.0,,
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-06-30,forecast,7237715.096359148,6924764.0906420555,7550666.102076241
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-09-30,forecast,7263191.270444544,6701589.218771347,7824793.32211774
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2026-12-31,forecast,7292403.546754523,6497929.4535888415,8086877.639920204
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-03-31,forecast,7323945.308840592,6315208.363939949,8332682.253741236
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-06-30,forecast,7356939.521543594,6152153.064985889,8561725.9781013
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-09-30,forecast,7390839.3473292235,6006444.892323478,8775233.80233497
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2027-12-31,forecast,7425303.829183614,5875624.344555127,8974983.313812101
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-03-31,forecast,7460120.378032293,5757446.812172887,9162793.9438917
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-06-30,forecast,7495156.443105671,5649988.009038832,9340324.87717251
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-09-30,forecast,7530329.378075084,5551645.478806782,9509013.277343385
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2028-12-31,forecast,7565587.652378599,5461102.037216012,9670073.267541187
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-03-31,forecast,7600899.136351708,5377279.66791567,9824518.604787746
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-06-30,forecast,7636243.796924657,5299295.433776402,9973192.160072913
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-09-30,forecast,7671609.143338834,5226423.394982262,10116794.891695408
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2029-12-31,forecast,7706987.387519188,5158063.267358083,10255911.507680293
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-03-31,forecast,7742373.673546645,5093715.266604833,10391032.080488456
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-06-30,forecast,7777764.973721819,5032960.17768022,10522569.769763418
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-09-30,forecast,7813159.400253042,4975443.657499395,10650875.143006688
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2030-12-31,forecast,7848555.77608905,4920863.890876436,10776247.661301665
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-03-31,forecast,7883953.367330178,4868961.870388676,10898944.86427168
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-06-30,forecast,7919351.716384868,4819513.717193739,11019189.715575999
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-09-30,forecast,7954750.5379415965,4772324.586142525,11137176.48974067
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2031-12-31,forecast,7990149.65410664,4727223.801507635,11253075.506705645
RTT waiting list (level),Incomplete RTT pathways - Total waiting (mil) with estimates for missing data,2032-03-31,forecast,8025548.95396202,4684060.951004482,11367036.956919556
A&E attendances (flow),total_attendances,2010-07-01,history,3508649.0,,
A&E attendances (flow),total_attendances,2010-10-01,history,5190116.571428572,,
A&E attendances (flow),total_attendances,2011-01-01,history,5190601.714285716,,
A&E attendances (flow),total_attendances,2011-04-01,history,5503487.285714287,,
A&E attendances (flow),total_attendances,2011-07-01,history,5404278.285714285,,
A&E attendances (flow),total_attendances,2011-10-01,history,5322399.142857142,,
A&E attendances (flow),total_attendances,2012-01-01,history,5374902.571428571,,
A&E attendances (flow),total_attendances,2012-04-01,history,5586934.999999999,,
A&E attendances (flow),total_attendances,2012-07-01,history,5558156.428571429,,
A&E attendances (flow),total_attendances,2012-10-01,history,5410335.0,,
A&E attendances (flow),total_attendances,2013-01-01,history,5246951.0,,
A&E attendances (flow),total_attendances,2013-04-01,history,5554127.0,,
A&E attendances (flow),total_attendances,2013-07-01,history,5585628.714285715,,
A&E attendances (flow),total_attendances,2013-10-01,history,5344495.0,,
A&E attendances (flow),total_attendances,2014-01-01,history,5358694.142857144,,
A&E attendances (flow),total_attendances,2014-04-01,history,5797972.285714284,,
A&E attendances (flow),total_attendances,2014-07-01,history,5664226.571428571,,
A&E attendances (flow),total_attendances,2014-10-01,history,5624061.285714285,,
A&E attendances (flow),total_attendances,2015-01-01,history,5329880.428571428,,
A&E attendances (flow),total_attendances,2015-04-01,history,5721845.571428573,,
A&E attendances (flow),total_attendances,2015-07-01,history,5678013.0,,
A&E attendances (flow),total_attendances,2015-10-01,history,5664995.0,,
A&E attendances (flow),total_attendances,2016-01-01,history,5865249.42857143,,
A&E attendances (flow),total_attendances,2016-04-01,history,5896923.0,,
A&E attendances (flow),total_attendances,2016-07-01,history,5964399.0,,
A&E attendances (flow),total_attendances,2016-10-01,history,5854254.0,,
A&E attendances (flow),total_attendances,2017-01-01,history,5646725.0,,
A&E attendances (flow),total_attendances,2017-04-01,history,6010607.0,,
A&E attendances (flow),total_attendances,2017-07-01,history,5924568.0,,
A&E attendances (flow),total_attendances,2017-10-01,history,6025062.0,,
A&E attendances (flow),total_attendances,2018-01-01,history,5869883.0,,
A&E attendances (flow),total_attendances,2018-04-01,history,6242769.0,,
A&E attendances (flow),total_attendances,2018-07-01,history,6183445.0,,
A&E attendances (flow),total_attendances,2018-10-01,history,6164857.0,,
A&E attendances (flow),total_attendances,2019-01-01,history,6235911.0,,
A&E attendances (flow),total_attendances,2019-04-01,history,6392158.0,,
A&E attendances (flow),total_attendances,2019-07-01,history,6513830.0,,
A&E attendances (flow),total_attendances,2019-10-01,history,6494927.0,,
A&E attendances (flow),total_attendances,2020-01-01,history,5616201.0,,
A&E attendances (flow),total_attendances,2020-04-01,history,3589014.0,,
A&E attendances (flow),total_attendances,2020-07-01,history,5001169.0,,
A&E attendances (flow),total_attendances,2020-10-01,history,4559197.0,,
A&E attendances (flow),total_attendances,2021-01-01,history,4280179.0,,
A&E attendances (flow),total_attendances,2021-04-01,history,6098906.0,,
A&E attendances (flow),total_attendances,2021-07-01,history,6323299.0,,
A&E attendances (flow),total_attendances,2021-10-01,history,6077399.0,,
A&E attendances (flow),total_attendances,2022-01-01,history,5875363.0,,
A&E attendances (flow),total_attendances,2022-04-01,history,6453540.0,,
A&E attendances (flow),total_attendances,2022-07-01,history,6185823.0,,
A&E attendances (flow),total_attendances,2022-10-01,history,6660911.0,,
A&E attendances (flow),total_attendances,2023-01-01,history,6048568.0,,
A&E attendances (flow),total_attendances,2023-04-01,history,6505685.0,,
A&E attendances (flow),total_attendances,2023-07-01,history,6479694.0,,
A&E attendances (flow),total_attendances,2023-10-01,history,6576822.0,,
A&E attendances (flow),total_attendances,2024-01-01,history,6758868.0,,
A&E attendances (flow),total_attendances,2024-04-01,history,6951025.0,,
A&E attendances (flow),total_attendances,2024-07-01,history,6699840.0,,
A&E attendances (flow),total_attendances,2024-10-01,history,7021468.0,,
A&E attendances (flow),total_attendances,2025-01-01,history,6695265.0,,
A&E attendances (flow),total_attendances,2025-04-01,history,7046531.0,,
A&E attendances (flow),total_attendances,2025-07-01,history,6986025.0,,
A&E attendances (flow),total_attendances,2025-10-01,history,7074451.0,,
A&E attendances (flow),total_attendances,2026-01-01,history,6869018.0,,
A&E attendances (flow),total_attendances,2026-04-01,history,4802727.0,,
A&E attendances (flow),total_attendances,2026-06-30,forecast,5503089.50386618,4463476.164725485,6542702.843006874
A&E attendances (flow),total_attendances,2026-09-30,forecast,5932980.943209533,4712282.355309262,7153679.531109804
A&E attendances (flow),total_attendances,2026-12-31,forecast,6200355.256153294,4916082.127131748,7484628.385174839
A&E attendances (flow),total_attendances,2027-03-31,forecast,6370078.397354239,5060975.997776671,7679180.796931805
A&E attendances (flow),total_attendances,2027-06-30,forecast,6481126.175816498,5161603.510398233,7800648.841234763
A&E attendances (flow),total_attendances,2027-09-30,forecast,6556917.867423153,5232712.938312671,7881122.796533634
A&E attendances (flow),total_attendances,2027-12-31,forecast,6611525.341287416,5285070.040151198,7937980.642423635
A&E attendances (flow),total_attendances,2028-03-31,forecast,6653403.918629644,5325798.544032813,7981009.293226476
A&E attendances (flow),total_attendances,2028-06-30,forecast,6687634.122610201,5359410.459441676,8015857.785778726
A&E attendances (flow),total_attendances,2028-09-30,forecast,6717268.67173739,5388699.724637606,8045837.618837173
A&E attendances (flow),total_attendances,2028-12-31,forecast,6744141.843702065,5415374.886556044,8072908.800848086
A&E attendances (flow),total_attendances,2029-03-31,forecast,6769355.7953647515,5440473.273597207,8098238.317132296
A&E attendances (flow),total_attendances,2029-06-30,forecast,6793572.776368048,5464622.046969861,8122523.505766236
A&E attendances (flow),total_attendances,2029-09-30,forecast,6817190.7106416905,5488199.441443085,8146181.979840295
A&E attendances (flow),total_attendances,2029-12-31,forecast,6840448.697527783,5511433.228981263,8169464.166074303
A&E attendances (flow),total_attendances,2030-03-31,forecast,6863490.403921237,5534460.451857766,8192520.355984707
A&E attendances (flow),total_attendances,2030-06-30,forecast,6886402.1545124985,5557363.519811233,8215440.7892137645
A&E attendances (flow),total_attendances,2030-09-30,forecast,6909235.818955918,5580191.9738001395,8238279.664111696
A&E attendances (flow),total_attendances,2030-12-31,forecast,6932022.564013039,5602975.589894761,8261069.538131315
A&E attendances (flow),total_attendances,2031-03-31,forecast,6954781.116761133,5625732.262636983,8283829.970885284
A&E attendances (flow),total_attendances,2031-06-30,forecast,6977522.7296822,5648472.7453796035,8306572.713984795
A&E attendances (flow),total_attendances,2031-09-30,forecast,7000254.1640208885,5671203.499859156,8329304.828182622
A&E attendances (flow),total_attendances,2031-12-31,forecast,7022979.482385726,5693928.408864816,8352030.555906637
A&E attendances (flow),total_attendances,2032-03-31,forecast,7045701.125863944,5716649.805488727,8374752.446239163
Workforce FTE (level),FTE: All staff groups - All staff groups,2009-07-01,history,1002298.10222,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2009-10-01,history,1010144.11795,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2010-01-01,history,1015642.02643,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2010-04-01,history,1010568.90484,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2010-07-01,history,1012217.29273,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2010-10-01,history,1010195.55909,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2011-01-01,history,1008281.07643,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2011-04-01,history,995779.83093,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2011-07-01,history,993466.01067,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2011-10-01,history,990592.7961,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2012-01-01,history,984180.98851,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2012-04-01,history,973595.58562,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2012-07-01,history,975876.34787,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2012-10-01,history,979203.92369,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2013-01-01,history,983720.79929,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2013-04-01,history,963470.87441,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2013-07-01,history,973261.14731,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2013-10-01,history,979728.22181,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2014-01-01,history,989318.9378,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2014-04-01,history,986024.28439,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2014-07-01,history,994357.55442,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2014-10-01,history,999079.32928,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2015-01-01,history,1006390.30769,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2015-04-01,history,1004220.10427,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2015-07-01,history,1014217.6842,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2015-10-01,history,1019676.59423,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2016-01-01,history,1027100.39706,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2016-04-01,history,1026601.07067,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2016-07-01,history,1037054.48918,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2016-10-01,history,1039065.02761,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2017-01-01,history,1047678.86963,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2017-04-01,history,1045146.23813,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2017-07-01,history,1052963.08865,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2017-10-01,history,1057900.39668,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2018-01-01,history,1064283.16466,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2018-04-01,history,1061617.05949,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2018-07-01,history,1074209.33451,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2018-10-01,history,1082977.61228,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2019-01-01,history,1093637.93156,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2019-04-01,history,1095188.73462,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2019-07-01,history,1110816.00613,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2019-10-01,history,1121676.97959,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2020-01-01,history,1139421.88515,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2020-04-01,history,1165810.48643,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2020-07-01,history,1161193.17065,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2020-10-01,history,1170770.81703,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2021-01-01,history,1197747.25932,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2021-04-01,history,1195225.27416,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2021-07-01,history,1205361.61771,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2021-10-01,history,1212477.70138,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2022-01-01,history,1226677.40548,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2022-04-01,history,1224738.80287,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2022-07-01,history,1239868.10224,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2022-10-01,history,1256840.94716,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2023-01-01,history,1280349.86365,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2023-04-01,history,1288332.14406,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2023-07-01,history,1308824.93199,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2023-10-01,history,1328644.10912,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2024-01-01,history,1345047.00137,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2024-04-01,history,1344180.09356,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2024-07-01,history,1359357.92105,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2024-10-01,history,1368034.11747,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2025-01-01,history,1378469.90711,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2025-04-01,history,1374557.013,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2025-07-01,history,1377896.59128,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2025-10-01,history,1377447.73896,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2026-01-01,history,1379060.38392,,
Workforce FTE (level),FTE: All staff groups - All staff groups,2026-03-31,forecast,1383040.7102243346,1367143.2691297166,1398938.1513189524
Workforce FTE (level),FTE: All staff groups - All staff groups,2026-06-30,forecast,1387594.6532783196,1362622.843678937,1412566.4628777024
Workforce FTE (level),FTE: All staff groups - All staff groups,2026-09-30,forecast,1392482.8748620846,1359715.3227574315,1425250.4269667377
Workforce FTE (level),FTE: All staff groups - All staff groups,2026-12-31,forecast,1397565.8992223367,1357897.787009775,1437234.0114348987
Workforce FTE (level),FTE: All staff groups - All staff groups,2027-03-31,forecast,1402762.4460446874,1356897.5925027954,1448627.2995865797
Workforce FTE (level),FTE: All staff groups - All staff groups,2027-06-30,forecast,1408025.1487485575,1356531.4075448795,1459518.8899522354
Workforce FTE (level),FTE: All staff groups - All staff groups,2027-09-30,forecast,1413326.4041809242,1356667.3258025688,1469985.4825592793
Workforce FTE (level),FTE: All staff groups - All staff groups,2027-12-31,forecast,1418650.126442247,1357207.9920409895,1480092.2608435047
Workforce FTE (level),FTE: All staff groups - All staff groups,2028-03-31,forecast,1423986.941380095,1358080.3988221372,1489893.4839380528
Workforce FTE (level),FTE: All staff groups - All staff groups,2028-06-30,forecast,1429331.3861520824,1359229.0157794268,1499433.7565247375
Workforce FTE (level),FTE: All staff groups - All staff groups,2028-09-30,forecast,1434680.2772547256,1360611.0024596185,1508749.552049833
Workforce FTE (level),FTE: All staff groups - All staff groups,2028-12-31,forecast,1440031.7594826722,1362192.830573272,1517870.6883920727
Workforce FTE (level),FTE: All staff groups - All staff groups,2029-03-31,forecast,1445384.7517041077,1363947.8824321039,1526821.6209761112
Workforce FTE (level),FTE: All staff groups - All staff groups,2029-06-30,forecast,1450738.6238831168,1365854.7306345901,1535622.5171316436
Workforce FTE (level),FTE: All staff groups - All staff groups,2029-09-30,forecast,1456093.0088625704,1367895.8952068442,1544290.1225182966
Workforce FTE (level),FTE: All staff groups - All staff groups,2029-12-31,forecast,1461447.6926794946,1370056.9369675284,1552838.4483914608
Workforce FTE (level),FTE: All staff groups - All staff groups,2030-03-31,forecast,1466802.55064571,1372325.7891226644,1561279.3121687558
Workforce FTE (level),FTE: All staff groups - All staff groups,2030-06-30,forecast,1472157.5100984476,1374692.2589368348,1569622.7612600604
Workforce FTE (level),FTE: All staff groups - All staff groups,2030-09-30,forecast,1477512.5286930518,1377147.6518881554,1577877.4054979482
Workforce FTE (level),FTE: All staff groups - All staff groups,2030-12-31,forecast,1482867.5817529266,1379684.4848832018,1586050.6786226514
Workforce FTE (level),FTE: All staff groups - All staff groups,2031-03-31,forecast,1488222.6548976398,1382296.264893295,1594149.0449019845
Workforce FTE (level),FTE: All staff groups - All staff groups,2031-06-30,forecast,1493577.7397469105,1384977.316158434,1602178.1633353874
